source_image_id,crop_id,worker_bbox,helmet_present,vest_present,boots_present,gloves_present,derived_label,label_confidence,rejection_reason,transformation_version
scene_0017,scene_0017_w00,"[186,279,102,238]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0018,scene_0018_w00,"[48,288,112,276]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0018,scene_0018_w01,"[465,255,94,294]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0019,scene_0019_w00,"[154,250,154,305]",False,False,True,False,NO_PPE,1.0,NONE,1.0.0
scene_0019,scene_0019_w01,"[508,287,120,238]",False,True,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0020,scene_0020_w00,"[126,313,114,275]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0021,scene_0021_w00,"[126,233,103,220]",True,False,False,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0021,scene_0021_w01,"[523,296,105,321]",True,True,False,True,FULL_PPE,1.0,NONE,1.0.0
scene_0022,scene_0022_w00,"[34,189,158,266]",False,False,True,False,NO_PPE,1.0,NONE,1.0.0
scene_0022,scene_0022_w01,"[277,197,122,337]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0022,scene_0022_w02,"[484,206,152,305]",False,True,False,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0023,scene_0023_w00,"[455,372,140,223]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0024,scene_0024_w00,"[407,245,136,304]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0025,scene_0025_w00,"[60,260,119,325]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0025,scene_0025_w01,"[388,213,106,303]",False,True,False,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0026,scene_0026_w00,"[60,198,150,341]",False,False,True,False,NO_PPE,1.0,NONE,1.0.0
scene_0026,scene_0026_w01,"[213,312,111,289]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0026,scene_0026_w02,"[511,235,115,266]",False,False,True,False,NO_PPE,1.0,NONE,1.0.0
scene_0027,scene_0027_w00,"[321,294,115,233]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0028,scene_0028_w00,"[154,192,133,244]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0029,scene_0029_w00,"[298,232,159,340]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0030,scene_0030_w00,"[143,297,93,298]",True,True,False,True,FULL_PPE,1.0,NONE,1.0.0
scene_0030,scene_0030_w01,"[498,352,97,245]",False,False,False,False,NO_PPE,1.0,NONE,1.0.0
scene_0031,scene_0031_w00,"[59,189,92,353]",True,False,False,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0031,scene_0031_w01,"[249,252,154,282]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0031,scene_0031_w02,"[474,248,124,313]",False,False,True,False,NO_PPE,1.0,NONE,1.0.0
scene_0032,scene_0032_w00,"[388,257,94,302]",False,True,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0033,scene_0033_w00,"[73,194,96,261]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0033,scene_0033_w01,"[269,276,116,257]",True,False,False,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0033,scene_0033_w02,"[430,302,155,229]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0034,scene_0034_w00,"[35,222,125,255]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0034,scene_0034_w01,"[366,269,95,242]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0035,scene_0035_w00,"[20,330,129,260]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0035,scene_0035_w01,"[382,361,146,220]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0036,scene_0036_w00,"[188,233,106,347]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0037,scene_0037_w00,"[58,250,150,323]",False,True,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0038,scene_0038_w00,"[123,273,136,332]",False,True,False,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0039,scene_0039_w00,"[481,251,146,286]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0040,scene_0040_w00,"[16,253,103,274]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0041,scene_0041_w00,"[62,223,127,356]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0041,scene_0041_w01,"[378,289,119,339]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0042,scene_0042_w00,"[79,325,126,294]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0042,scene_0042_w01,"[288,266,126,341]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0042,scene_0042_w02,"[437,232,129,317]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0043,scene_0043_w00,"[49,233,148,258]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0043,scene_0043_w01,"[232,260,122,255]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0043,scene_0043_w02,"[426,240,129,236]",False,True,False,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0044,scene_0044_w00,"[225,262,151,299]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0045,scene_0045_w00,"[95,314,106,245]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0045,scene_0045_w01,"[435,325,148,301]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0046,scene_0046_w00,"[502,349,114,235]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0047,scene_0047_w00,"[449,300,146,235]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0048,scene_0048_w00,"[196,216,157,359]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0049,scene_0049_w00,"[385,185,146,222]",False,False,True,False,NO_PPE,1.0,NONE,1.0.0
scene_0050,scene_0050_w00,"[98,252,102,339]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0051,scene_0051_w00,"[142,269,127,291]",True,False,False,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0051,scene_0051_w01,"[381,272,129,264]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0052,scene_0052_w00,"[200,186,142,319]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0053,scene_0053_w00,"[242,196,116,332]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0054,scene_0054_w00,"[251,247,157,315]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0055,scene_0055_w00,"[42,185,118,358]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0056,scene_0056_w00,"[184,257,121,349]",True,True,False,True,FULL_PPE,1.0,NONE,1.0.0
scene_0057,scene_0057_w00,"[289,191,153,244]",False,True,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0058,scene_0058_w00,"[245,263,106,345]",False,True,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0059,scene_0059_w00,"[20,224,127,251]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0059,scene_0059_w01,"[253,255,100,307]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0059,scene_0059_w02,"[427,212,109,316]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0060,scene_0060_w00,"[15,188,150,342]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0060,scene_0060_w01,"[262,271,97,291]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0060,scene_0060_w02,"[505,311,96,303]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0061,scene_0061_w00,"[62,234,134,355]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0061,scene_0061_w01,"[268,284,126,315]",False,True,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0061,scene_0061_w02,"[474,273,96,295]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0062,scene_0062_w00,"[48,349,123,225]",False,False,False,False,NO_PPE,1.0,NONE,1.0.0
scene_0062,scene_0062_w01,"[359,200,92,237]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0063,scene_0063_w00,"[154,302,91,289]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0064,scene_0064_w00,"[522,236,109,227]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0065,scene_0065_w00,"[10,298,115,248]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0066,scene_0066_w00,"[160,351,146,258]",False,True,False,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0066,scene_0066_w01,"[448,187,97,304]",True,True,False,True,FULL_PPE,1.0,NONE,1.0.0
scene_0067,scene_0067_w00,"[10,326,135,252]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0067,scene_0067_w01,"[392,340,151,282]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0068,scene_0068_w00,"[464,268,90,307]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0069,scene_0069_w00,"[163,204,137,336]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0069,scene_0069_w01,"[495,266,104,262]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0070,scene_0070_w00,"[390,296,123,297]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0071,scene_0071_w00,"[321,221,102,290]",False,False,True,False,NO_PPE,1.0,NONE,1.0.0
scene_0072,scene_0072_w00,"[161,259,99,341]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0073,scene_0073_w00,"[86,332,99,297]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0074,scene_0074_w00,"[173,310,125,316]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0075,scene_0075_w00,"[224,223,159,349]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0076,scene_0076_w00,"[154,323,144,231]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0077,scene_0077_w00,"[469,217,121,235]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0078,scene_0078_w00,"[69,280,132,305]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0078,scene_0078_w01,"[242,337,134,254]",False,True,False,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0078,scene_0078_w02,"[427,342,124,285]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0079,scene_0079_w00,"[34,192,130,353]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0080,scene_0080_w00,"[14,341,149,250]",False,True,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0080,scene_0080_w01,"[468,252,98,318]",False,False,False,False,NO_PPE,1.0,NONE,1.0.0
scene_0081,scene_0081_w00,"[16,334,152,281]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0081,scene_0081_w01,"[381,270,144,349]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0082,scene_0082_w00,"[200,200,149,358]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0083,scene_0083_w00,"[139,239,130,348]",True,True,False,True,FULL_PPE,1.0,NONE,1.0.0
scene_0083,scene_0083_w01,"[522,213,110,247]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0084,scene_0084_w00,"[142,327,140,236]",False,True,False,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0084,scene_0084_w01,"[370,365,96,247]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0085,scene_0085_w00,"[19,200,151,333]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0085,scene_0085_w01,"[228,211,121,314]",False,True,False,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0085,scene_0085_w02,"[503,303,114,278]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0086,scene_0086_w00,"[311,283,110,345]",False,True,False,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0087,scene_0087_w00,"[193,182,111,316]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0087,scene_0087_w01,"[430,187,114,347]",False,True,False,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0088,scene_0088_w00,"[99,237,125,305]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0088,scene_0088_w01,"[463,249,109,294]",False,False,True,False,NO_PPE,1.0,NONE,1.0.0
scene_0089,scene_0089_w00,"[438,199,149,276]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0090,scene_0090_w00,"[85,209,111,328]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0091,scene_0091_w00,"[54,212,146,337]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0091,scene_0091_w01,"[397,303,159,266]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0092,scene_0092_w00,"[13,305,159,309]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0092,scene_0092_w01,"[272,236,143,279]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0092,scene_0092_w02,"[455,265,119,327]",True,True,False,True,FULL_PPE,1.0,NONE,1.0.0
scene_0093,scene_0093_w00,"[151,236,109,339]",True,False,False,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0094,scene_0094_w00,"[161,240,122,300]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0094,scene_0094_w01,"[417,377,138,236]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0095,scene_0095_w00,"[201,242,99,318]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0095,scene_0095_w01,"[532,258,104,339]",False,False,True,False,NO_PPE,1.0,NONE,1.0.0
scene_0096,scene_0096_w00,"[276,191,139,270]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0097,scene_0097_w00,"[17,280,129,348]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0097,scene_0097_w01,"[456,191,108,251]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0098,scene_0098_w00,"[236,240,109,345]",True,True,False,True,FULL_PPE,1.0,NONE,1.0.0
scene_0099,scene_0099_w00,"[50,230,151,253]",True,False,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0100,scene_0100_w00,"[137,246,90,306]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0100,scene_0100_w01,"[365,193,146,336]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0101,scene_0101_w00,"[156,209,151,254]",False,False,True,False,NO_PPE,1.0,NONE,1.0.0
scene_0102,scene_0102_w00,"[446,240,108,339]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0103,scene_0103_w00,"[441,209,151,332]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0104,scene_0104_w00,"[85,226,129,295]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0104,scene_0104_w01,"[357,199,110,270]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0105,scene_0105_w00,"[271,206,114,280]",True,True,False,True,FULL_PPE,1.0,NONE,1.0.0
scene_0106,scene_0106_w00,"[254,241,128,304]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0107,scene_0107_w00,"[277,240,150,328]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0108,scene_0108_w00,"[114,230,104,260]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0109,scene_0109_w00,"[310,280,154,274]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0110,scene_0110_w00,"[50,242,121,298]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0111,scene_0111_w00,"[148,228,124,345]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0111,scene_0111_w01,"[350,311,145,284]",True,True,True,False,FULL_PPE,1.0,NONE,1.0.0
scene_0112,scene_0112_w00,"[366,214,126,343]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0113,scene_0113_w00,"[388,266,102,328]",False,True,False,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0114,scene_0114_w00,"[108,261,100,236]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0115,scene_0115_w00,"[193,199,100,224]",False,True,True,True,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0116,scene_0116_w00,"[400,288,136,223]",True,False,False,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0117,scene_0117_w00,"[63,317,132,286]",True,True,False,False,FULL_PPE,1.0,NONE,1.0.0
scene_0117,scene_0117_w01,"[503,209,113,254]",False,False,False,True,NO_PPE,1.0,NONE,1.0.0
scene_0118,scene_0118_w00,"[197,252,102,355]",False,False,True,True,NO_PPE,1.0,NONE,1.0.0
scene_0119,scene_0119_w00,"[49,324,105,285]",True,False,True,False,PARTIAL_PPE,1.0,NONE,1.0.0
scene_0119,scene_0119_w01,"[268,290,155,232]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
scene_0119,scene_0119_w02,"[478,218,144,246]",True,True,True,True,FULL_PPE,1.0,NONE,1.0.0
