sample_id,source_image_id,split,class,sha256,phash,lineage_id
scene_0009_w00,scene_0009,train,FULL_PPE,2457bdb11e020dd090091cbfec7e6d7238b891b1966cefc7c4bb25838b7c2407,1000001000001111001010110110100100101011001100110011001100001011,scene_0009->scene_0009_w00
scene_0010_w00,scene_0010,train,FULL_PPE,4246576135976f655f09f0e26a6e274c7e76ead1c587701d89131c16afce7119,1111000001101001011010010110100101101011001100110011001100110011,scene_0010->scene_0010_w00
scene_0010_w01,scene_0010,train,FULL_PPE,f4bde199c62a0b23f95b30c2f178f6f616a4a4fdb5341e503327ede74af11ad4,0111000001101000110010001100100011101000001100110011001100101111,scene_0010->scene_0010_w01
scene_0011_w00,scene_0011,train,NO_PPE,5b9526a204ebeb235480e9089febb5256069a437f3fcb95742d2fcc9b14a5e70,1111000100110001001000110010101100100011001100110011001100001101,scene_0011->scene_0011_w00
scene_0011_w01,scene_0011,train,PARTIAL_PPE,64d58e6d6e80feb8270a0f3e56c05380896e22990de07d5d8ea702298a5bf4a0,1111000000110001001000110010001100110011001100110011001100001111,scene_0011->scene_0011_w01
scene_0012_w00,scene_0012,train,FULL_PPE,32a64f39041e1f9ab6f4ce93ff39e3a8975b04d1dea7e8fdb9fb7a313e758e29,1001010000001101011010010110100100101001001100110011001100110011,scene_0012->scene_0012_w00
scene_0013_w00,scene_0013,train,PARTIAL_PPE,015b504b6e083e8e6062037b4aea6abde2f48b0dd3870e76191f51c960f36193,1000111000001111011010010110100100101011001100110011001100011011,scene_0013->scene_0013_w00
scene_0013_w01,scene_0013,train,PARTIAL_PPE,2ee2ecc0133ced54294e80dead8434a55fcc6b5c573760c441e7479bd7a8eacd,0110011000101111001010110010101100110011001100110011001100110011,scene_0013->scene_0013_w01
scene_0014_w00,scene_0014,test,FULL_PPE,1c788f874733f055471139c7a0d2ee00a126512e9daa28f4857ee9540cafba75,0111100101110001110010001100100001101001001100110011001100001011,scene_0014->scene_0014_w00
scene_0014_w01,scene_0014,test,PARTIAL_PPE,37961784c3a2b6447020554200711749c1bb65520ec20e9fd43f39341c065a89,1111000000100011001010110010101100110011001100110011001100011011,scene_0014->scene_0014_w01
scene_0015_w00,scene_0015,train,FULL_PPE,3114db72f848b905ca332512ab0cdd58819bac8a15220f3a6feb5d7089b44de9,1101011001001111011010010110100101101011001100110011001100010011,scene_0015->scene_0015_w00
scene_0016_w00,scene_0016,train,PARTIAL_PPE,13fa33c79ac241ba50270e27d6f06e949a562ffd24e5cb312d9fbbe2322735d3,0111000101110001001000110010101100100011001100110011001100001011,scene_0016->scene_0016_w00
scene_0017_w00,scene_0017,train,FULL_PPE,dd886d5e0c563ddc8addd78a229715fa1bcf274b7f4c050da4347956c55d95c6,1011101101101001011010011110100001101001001100110011001100110011,scene_0017->scene_0017_w00
scene_0018_w00,scene_0018,train,NO_PPE,c2178d7d3be5d1ed2704169bf1d6f561e9f48318c62f072f7e7b9060292088f2,1010110100101101001010110010101100110011001100110011001100110101,scene_0018->scene_0018_w00
scene_0018_w01,scene_0018,train,PARTIAL_PPE,743887a4ced97ce1334486711f6809dcb015bcd2c3161bc5f85a19f139303522,1000011000001111001010110010101100110011001100110011001100110111,scene_0018->scene_0018_w01
scene_0019_w00,scene_0019,train,NO_PPE,6a4f9214121dad04fb4544acec12f4741abec7d4b532d0842d430331d84963e5,1001111000001111001010110010101100100011001100110011001100011011,scene_0019->scene_0019_w00
scene_0019_w01,scene_0019,train,PARTIAL_PPE,08941c83b21d4cd0e17bfe50d3816ba96160ee40678a8ece8ca8a8e6d80eaef3,1000111000001111001010110010100100101011001100110011001100110011,scene_0019->scene_0019_w01
scene_0020_w00,scene_0020,test,NO_PPE,b10e5dda4d9d231eebd2b921558cd9d4b392d67614c2538204b34757e5967166,1111000001110001000000110010101100110011001100110011001100001111,scene_0020->scene_0020_w00
scene_0021_w00,scene_0021,val,PARTIAL_PPE,96993a989d9f74d6d35cd9db3d06af862ca112b3a377476f13638bfc21d375cb,0111000101110001001000110010101100110011001100110011001100110011,scene_0021->scene_0021_w00
scene_0021_w01,scene_0021,val,FULL_PPE,590ba3dfffca9ceebcc42e06ff7de1380e56dcc1853538a085f557124029d6fd,0111000111110000110011001100100011001000001100110011001100110011,scene_0021->scene_0021_w01
scene_0022_w00,scene_0022,train,NO_PPE,1bf330003d167f0dc6bd19e7cb4cf781fb3a7970dde71297620ab8ffbb6d68ee,1111000000110011001010110010101100100011001100110011001100001111,scene_0022->scene_0022_w00
scene_0022_w01,scene_0022,train,NO_PPE,3cc1f5797bc98e1574af79411e9bf0b82242a898e3f91a9dc2d9ecb7a2a64c89,0011000000110011001010110010101100110011001100110011001100110011,scene_0022->scene_0022_w01
scene_0022_w02,scene_0022,train,PARTIAL_PPE,d108bc8749755c940466e924925d125ae65d84a8ce21880c2e1223a197acaafd,0111001101110000110011001100110011101000001100110011001100110011,scene_0022->scene_0022_w02
scene_0023_w00,scene_0023,test,PARTIAL_PPE,eea614434f8f2abb1ce78444c97bd1a0b9b761fb11294cd57c9934fa24f28cab,1001111000001111001010110010101100100011001100110011001100011011,scene_0023->scene_0023_w00
scene_0024_w00,scene_0024,train,NO_PPE,3b54747b87707fcb55c9fca4f2b08b15c2a54c13424237541106a31e08a7f688,1011000000110001001100110010101100100011001100110011001100101111,scene_0024->scene_0024_w00
scene_0025_w00,scene_0025,train,NO_PPE,075e65292b3b495a5580fa6bb4a30921093fb5de5c6f345f316bdb5b9e7abc8f,1111000000110001001000110010101100100011001100110011001100110011,scene_0025->scene_0025_w00
scene_0025_w01,scene_0025,train,PARTIAL_PPE,6f5a9163c6808c5818a5578b568b620aa3cd2162b94d4e899be45cb798210ef5,0111000111110000110011001100100011101000001100110011001100110011,scene_0025->scene_0025_w01
scene_0026_w00,scene_0026,train,NO_PPE,f6a9fce0b581a935c6d724d05e59494e4d01806de6982728926b5197ceda3a6e,1110110000101011001010110010101100100011001100110011001100101111,scene_0026->scene_0026_w00
scene_0026_w01,scene_0026,train,PARTIAL_PPE,99944b474065a93bc6200f22352c2795473cd4d38fafedac425963a87cb9c62f,1011011000101011011010010110100100101011001100110011001100111011,scene_0026->scene_0026_w01
scene_0026_w02,scene_0026,train,NO_PPE,20c791975206b2d96293dfebf630e18c22d9024793cf2e1a70265021b1dd92e9,1100010000000011001010110010101100110011001100110011001100001011,scene_0026->scene_0026_w02
scene_0027_w00,scene_0027,train,PARTIAL_PPE,07e56802635a9d5ab9aa831251f1b44585efbd8a9c700b2be35fc5a40b61bba1,1111000001110001001000110010101100110011001100110011001100001011,scene_0027->scene_0027_w00
scene_0028_w00,scene_0028,train,PARTIAL_PPE,1633152377d291bbe6f6cd432beeba65eefe6a9998a2c06f625e7fe60da54ffd,0111000001110001001001110010001100110011001100110011001100001101,scene_0028->scene_0028_w00
scene_0029_w00,scene_0029,val,FULL_PPE,c375a2a10d37da1b42b9db9a03c4f255e9802c9e24a1004fd783708cd00f4b89,0010111000101111011010010110100101101001001100110011001100110011,scene_0029->scene_0029_w00
scene_0030_w00,scene_0030,train,FULL_PPE,30bd72319252a82484dc05e1e3f2498c034559fbb73666be76b67da2e8afacdd,1111000001101001011010010110100101101001001100110011001100110011,scene_0030->scene_0030_w00
scene_0030_w01,scene_0030,train,NO_PPE,ea939b828ae0b0fc913d98aa9e3ee270c23d39578a59324a0449260cf14619b4,1111000000110011001010110010101100110011001100110011001100110011,scene_0030->scene_0030_w01
scene_0031_w00,scene_0031,train,PARTIAL_PPE,cba7ae44d10a0ed196870a524eb0d2be03d0e59b5748af80a14dd4e3bee85504,1111000100100001001000110010101100110011001100110011001100110011,scene_0031->scene_0031_w00
scene_0031_w01,scene_0031,train,NO_PPE,906b92aca85105f48b5c1d297230f895ecdbf2bd486814ac86b1f473ca5e15a8,1110101100101011001000110010101100100011001100110011001100001011,scene_0031->scene_0031_w01
scene_0031_w02,scene_0031,train,NO_PPE,ae2cd839778d949888646af410d12c4c045c8144e90beee51e469bf36e2e7693,1111000000110011001010110010101100110011001100110011001100001011,scene_0031->scene_0031_w02
scene_0032_w00,scene_0032,val,PARTIAL_PPE,0f84bb162c349bd9f819906888f5f284a9b902695fa14604761d4a71eb9efe43,0111000001101001011010010110100101101001001100110011001100010011,scene_0032->scene_0032_w00
scene_0033_w00,scene_0033,train,NO_PPE,d3b73426056c6755ef5c56119fc7b5da3c007ccbe3208b4ccc538885edff03b2,0100110101001101001010110010101100110011001100110011001100110011,scene_0033->scene_0033_w00
scene_0033_w01,scene_0033,train,PARTIAL_PPE,130a1d843ed84906cd07bc55c0f988d8f2bb60b47717475ee17245e66668a76e,1001011000001111001010110010101100110011001100110011001100110011,scene_0033->scene_0033_w01
scene_0033_w02,scene_0033,train,NO_PPE,478f346b9f006a00521228a6315bd9d1d7f43af59c309afb3db21296c48615da,1000101100001111001010110010101100110011001100110011001100110011,scene_0033->scene_0033_w02
scene_0034_w00,scene_0034,train,PARTIAL_PPE,185f44c37c6b2cb1c22fd394f142ae44bd6380c6674a21da73906a111c44ab47,1000111000010111001010110010101100101011001100110010101100101011,scene_0034->scene_0034_w00
scene_0034_w01,scene_0034,train,NO_PPE,207eceaa3403924c50ade83829b70a7869fab8c12cc7ecf2cfd53834b382929d,1100111001010110001100110010101100110011001100110011001100110011,scene_0034->scene_0034_w01
scene_0035_w00,scene_0035,train,FULL_PPE,1df2186714baf59bbedba7d7b2cdf406f4b8393eb642b5397472a51e5011eb45,1000011000010111011010010110100100101011001100110011001100110011,scene_0035->scene_0035_w00
scene_0035_w01,scene_0035,train,PARTIAL_PPE,c55d250e1913490575e985a5cc0a0da27086892602e5c31c3e650d8f7d59fd1d,1001011000001111001010110010101100100011001100110011001100111011,scene_0035->scene_0035_w01
scene_0036_w00,scene_0036,train,FULL_PPE,b66c9b9e0c4fb0d8c0c824465feb8d7aa06b8529320c57111931a6fc8e6ff163,1111001001100011011010010110100100101011001100110011001100010011,scene_0036->scene_0036_w00
scene_0037_w00,scene_0037,val,PARTIAL_PPE,a6d7cbbf4f1ba9be7a7f77f089e3060e95c5be84d60001df99990f3a2ba78aa3,1000110000101101011010010110100100101001001100110010101100101101,scene_0037->scene_0037_w00
scene_0038_w00,scene_0038,train,PARTIAL_PPE,59dac39fa2754df76a244ce3c19736838a70c9e7d96d342f3af7c740ea9b39e6,1000111000001111001010110010101100101011001100110011001100110011,scene_0038->scene_0038_w00
scene_0039_w00,scene_0039,train,FULL_PPE,30ec7e7bc5f9e25685015454a0255c17288adaa5d126c8a1717479623ee6a65d,0111000101110001111010001110100001101001001100110011001100001011,scene_0039->scene_0039_w00
scene_0040_w00,scene_0040,train,FULL_PPE,92677f42c2c84d7d819e1956753fd21eb7b2c584dac5638a399ee2510a77594e,0111000111100000110011001100100011101000001100110011001100110011,scene_0040->scene_0040_w00
scene_0041_w00,scene_0041,val,FULL_PPE,fe6c876d7cc2a9933bf6c010ca92d537b6b05621087f757bb3a9b32d1ce7f041,1000100100001001011010010110100101101001001100110011001100001011,scene_0041->scene_0041_w00
scene_0041_w01,scene_0041,val,PARTIAL_PPE,ef98bc59764c22bd5cbf6d3077a0b89ae3f711b3e4d899d7b5a2f26163004643,1000011000001011011010010110100100101011001100110011001100100111,scene_0041->scene_0041_w01
scene_0042_w00,scene_0042,train,PARTIAL_PPE,cfa63fc58659e8939b56e3cdd1c2cfee0681e410ce23b7ec1230a1ec3ce42210,1111000001110001001000110010101100100011001100110011001100001011,scene_0042->scene_0042_w00
scene_0042_w01,scene_0042,train,FULL_PPE,060fd292c02c58e102c679a8a751942f203e122fb803d39de206919707009024,1111000111110000110011001100110011101000001100110011001100110011,scene_0042->scene_0042_w01
scene_0042_w02,scene_0042,train,FULL_PPE,ba132b407f7b1d4395aa6a8275cd852a33b68eb0ccef48202f7082028af330a4,0111000111110001110011001100110011101000001100110011001100001011,scene_0042->scene_0042_w02
scene_0043_w00,scene_0043,train,PARTIAL_PPE,63dfaa31d42fe0ab37532c0601e9b9e98dea0bab6db874897648964f3f2f5b15,1111000001110001000110110010101100110011001100110011001100001011,scene_0043->scene_0043_w00
scene_0043_w01,scene_0043,train,PARTIAL_PPE,75f90795958ed5e208d6c3e9fbf5b6ea5e3525cce1913559ac0d8862821cab4f,1111000000110001001000110010001100110011001100110011001100001101,scene_0043->scene_0043_w01
scene_0043_w02,scene_0043,train,PARTIAL_PPE,770922a226568eab07ead7c4fc4de575182dbff6ed35d3fb25e540a94a24dbcd,0111000001101001111010001110100000101011001100110011001100110011,scene_0043->scene_0043_w02
scene_0044_w00,scene_0044,train,PARTIAL_PPE,a76cb64a11e0fe867bc06800cf048e6d3bebd7119e214a09391ec7d305a777bd,1000011000001111001010110010101100110011001100110011001100101011,scene_0044->scene_0044_w00
scene_0045_w00,scene_0045,train,FULL_PPE,82a83eb0c2d946cb2dabc21df33acbe51fae2693d7f40e7d68cfccc8bb17f2c8,1000011010001111011010110110101100101011001100110011001100110011,scene_0045->scene_0045_w00
scene_0045_w01,scene_0045,train,PARTIAL_PPE,283ec669deb145ea663e8f0cd79e685373ba97bd650cc4c4141408a7c69e6499,1001011000000111001010110010101100100011001100110011001100100011,scene_0045->scene_0045_w01
scene_0046_w00,scene_0046,train,NO_PPE,28ca08d6e56cebe52377a6965cbd079d15ab5f05930b2b35748206950a85f5af,1001011000000111001010110010101100110011001100110011001100010111,scene_0046->scene_0046_w00
scene_0047_w00,scene_0047,train,NO_PPE,bef1255bfa7d7de66701a7b44819f3a5d3afbf88d70832a142ad740b33218107,1111000000110011001010110010101100100011001100110011001100001111,scene_0047->scene_0047_w00
scene_0048_w00,scene_0048,val,NO_PPE,f478df5c87f01a377d400126e230e7356b68438f10eafa76153e47afaf1c07c9,1111000001110001000101110010001100110011001100110011001100110011,scene_0048->scene_0048_w00
scene_0049_w00,scene_0049,train,NO_PPE,017bd7949ee37670ebbaeea7265b7d11ae660488d0a9f932ca76c799076d7bf3,0010110000101111001010110010101100110011001100110011001100101011,scene_0049->scene_0049_w00
scene_0050_w00,scene_0050,train,NO_PPE,3ad5260822bddaa96de5fc48375d3d89f986725cc2a771856bb4a82b8d7ec763,1100010000001101001010110010101100110011001100110011001100110111,scene_0050->scene_0050_w00
scene_0051_w00,scene_0051,test,PARTIAL_PPE,44120147269c388ac8f3e1e5f2b4dfa7df2d17fe01f6bbba2690b2dfdb5a0ce1,1111000000100011001000110010101100110011001100110011001100110011,scene_0051->scene_0051_w00
scene_0051_w01,scene_0051,test,NO_PPE,f25175b24c35ccea14d5e4c39389733e390b57aebd2276407341dda03385caa0,1111000000110011001010110010101100110011001100110011001100001011,scene_0051->scene_0051_w01
scene_0052_w00,scene_0052,val,NO_PPE,8ff7b365ce0103d63758e55ca71b1979d8e5b133200b2585c2d691dd976a0c4a,0111000001110011001010110010101100110011001100110011001100001011,scene_0052->scene_0052_w00
scene_0053_w00,scene_0053,train,FULL_PPE,1f3ac8a034f3a8d8d13e3e827fb53d6ef09f2947f20707a0980d19f4519fa791,0111000101101001111010011110100001101001001100110011001100001101,scene_0053->scene_0053_w00
scene_0054_w00,scene_0054,train,FULL_PPE,1324821045e95bdbc1e5ea9c400a4a6c15085894b72b965b84e20dbcebfa927b,0100110101001101001010110010101100101011001100110011001100101011,scene_0054->scene_0054_w00
scene_0055_w00,scene_0055,train,FULL_PPE,fad6de80a3e21fed17d80a860fba8f1fef0e6a4ca8262f2465da9af4dda8b35d,0011000101001000111010001100100001101001001100110011001100001011,scene_0055->scene_0055_w00
scene_0056_w00,scene_0056,train,FULL_PPE,1cf0de70b1f4d2918e02d0e997dd5f2afa4fdc41125df016163862c4fb1c208c,0111000101101001111010001110100001101001001100110011001100110011,scene_0056->scene_0056_w00
scene_0057_w00,scene_0057,val,PARTIAL_PPE,33c280b543caaf04e70626e34240bcfb3c6fa5d924964cdbcfd0fff2fc0ac846,0100111001001111011010010110100101101001001100110011001100001011,scene_0057->scene_0057_w00
scene_0058_w00,scene_0058,val,PARTIAL_PPE,ee85b446d9b2d910956489145f3acbfa42e06b91f31887909778f4df61286c18,0111000111110000111010001110100011101000001100110011001100001111,scene_0058->scene_0058_w00
scene_0059_w00,scene_0059,val,NO_PPE,a10048c023b5b01d949ad7b7e22d3f85de4b209af558059b385419afe6f41218,1111000001110001000000110010101100100011001100110011001100001111,scene_0059->scene_0059_w00
scene_0059_w01,scene_0059,val,NO_PPE,27fdf1918f800914eca0e25c62ca39dd12d110876c73f4dc81a96cc902198b5d,1111000001110001001001110010001100110011001100110011001100110011,scene_0059->scene_0059_w01
scene_0059_w02,scene_0059,val,NO_PPE,31454adcbcc0f14aa6c6303600c3dc6faad2a64dd6a93a4a48bfee4cd237e433,1111000001110001000100110010101100110011001100110011001100110011,scene_0059->scene_0059_w02
scene_0060_w00,scene_0060,test,NO_PPE,9f09c0871f6196080c8289bd0d0c1acbadd605041b1f20bf9aa4172301c7d2c7,1111000000110001001001110010001100110011001100110011001100110011,scene_0060->scene_0060_w00
scene_0060_w01,scene_0060,test,NO_PPE,c13375d154afecd27eef6ee5a1f050ef80953e98a2b8d9140bf4b3ab6fb66587,1111000000110001001000110010101100110011001100110011001100001111,scene_0060->scene_0060_w01
scene_0060_w02,scene_0060,test,PARTIAL_PPE,12527291978ff615ca6dc4960811f4653e0ebc86875c6808aaa1412b2189de95,1111000001110001001000110010101100110011001100110011001100001011,scene_0060->scene_0060_w02
scene_0061_w00,scene_0061,train,FULL_PPE,c0bf597075debc62088ec6ee8d0648eaa95c6ebc7e9a2e3a7c4661f03c941606,1000100000001011001010110110101100101011001100110011001100110011,scene_0061->scene_0061_w00
scene_0061_w01,scene_0061,train,PARTIAL_PPE,a9339c303495b2ac3524fd471ec045947b5dbce6ccf88d2f682653bec1c93080,0010011000101111001010110110100100101011001100110011001100100111,scene_0061->scene_0061_w01
scene_0061_w02,scene_0061,train,NO_PPE,f0320df70b8efa9cedb2ba9f99b784e692cf4ce41df8caacd63da383090e1e93,1000111000001111001010110010101100110011001100110011001100010011,scene_0061->scene_0061_w02
scene_0062_w00,scene_0062,train,NO_PPE,f11c57650519d2f5c06b1db84792f7e0b4243a023f8a117e77551c84b5fb0c5a,1111000001110001000001110010101100110011001100110011001100110011,scene_0062->scene_0062_w00
scene_0062_w01,scene_0062,train,PARTIAL_PPE,fe84aa3b1046f98e2edbe0da0995576982fe6c1725bc8137813c3d36100d1c68,0111000111110000110011001100100011101000001100110011001100001111,scene_0062->scene_0062_w01
scene_0063_w00,scene_0063,val,FULL_PPE,8038498e8f08c877150a224af24b3850d098696a751e6917e2c746c52d593531,1000011001101001011010010110100101101001001100110011001100010011,scene_0063->scene_0063_w00
scene_0064_w00,scene_0064,train,FULL_PPE,fec343fafd85b0a3eb932cea92093a0a0f81c57db8899b7833144366a384ae5e,1011000000101011011010010110100100101011001100110011001100110011,scene_0064->scene_0064_w00
scene_0065_w00,scene_0065,train,FULL_PPE,326361577e58c5baa9366450055324a5680ce57c9d40095ae51579a512b0fb56,0111000111110000110011001100110011001000001100110011001100110011,scene_0065->scene_0065_w00
scene_0066_w00,scene_0066,train,PARTIAL_PPE,1009b5da2af4af4f1ad1ba29b547b7ef6c77be23d68f10b8b1b8b1824ac75d8b,0111001001101010011010010110100000101011001100110011001100110011,scene_0066->scene_0066_w00
scene_0066_w01,scene_0066,train,FULL_PPE,f02cf8916d6020da7f63fc5f2d4a91606b46415482d18ddcd3aa7bf20a97d038,0111000111101000110010001100100001101001001100110011001100110011,scene_0066->scene_0066_w01
scene_0067_w00,scene_0067,train,NO_PPE,185b10340f2d68d41506bf7068a30b14bf6d9df3e82325da4d0169b5cff55149,1100010000101011001010110010101100110011001100110011001100001011,scene_0067->scene_0067_w00
scene_0067_w01,scene_0067,train,PARTIAL_PPE,873d3e6f1820fe3ff37ba85629d0a8d215d8d96d4e727829badd9881f26d4575,1111000000101011001000110010101100110011001100110011001100001011,scene_0067->scene_0067_w01
scene_0068_w00,scene_0068,train,FULL_PPE,1129750eddebe69baf6613bb0baa7b22b5c5e94bb5b8bf6d5dc4f3917f12c88c,1101101100101011011010010110100100101001001100110011001100011011,scene_0068->scene_0068_w00
scene_0069_w00,scene_0069,train,FULL_PPE,71ec7407deb6fa68295d72438381e549a14c34e7b9690758387b6c26e41e59fe,1111000001101001011010010110100100101011001100110011001100001011,scene_0069->scene_0069_w00
scene_0069_w01,scene_0069,train,NO_PPE,c3d8625722309371e4ad8b311f08aab111a7d980844abac050dad72e438ae00a,1111000000110011001010110010101100110011001100110011001100001011,scene_0069->scene_0069_w01
scene_0070_w00,scene_0070,train,FULL_PPE,674e574b267b54b295d8f28e3f07c2f9d7a03bfe14defb9904509705bc3d5e50,0111000111101000111010001110100011101000001100110011001100001111,scene_0070->scene_0070_w00
scene_0071_w00,scene_0071,test,NO_PPE,6d38bb37f86a913441673b93ae21a519858e5eb747d2ebe834331e5186a90306,1111001100110011001000110010101100110011001100110011001100001011,scene_0071->scene_0071_w00
scene_0072_w00,scene_0072,train,PARTIAL_PPE,aff179c0962194d64905a1682eab1d43d61ca1df5c70e8642cbfdd68df1c2ef2,1100111001001111011010110110100101101011001100110011001101010011,scene_0072->scene_0072_w00
scene_0073_w00,scene_0073,train,NO_PPE,fc39e5e2012f38704617c8fb8629eff14cab571c6945a8a4ffd6fcdd6c42b778,1111000001110001001000110010101100100011001100110011001100110011,scene_0073->scene_0073_w00
scene_0074_w00,scene_0074,test,PARTIAL_PPE,63bea19ec2b11a9d24c9f8da05e7f6a620614237f8b8c9b7a2453184f34d0299,1111101101101011011010010110100100101011001100110011001100001011,scene_0074->scene_0074_w00
scene_0075_w00,scene_0075,val,PARTIAL_PPE,45b8e002ca6e5c3af8f9283f3ad2bb3bbfdf4a6e1a8ace0308136936c1f43a8e,1001011000001111001010110010101100110011001100110011001100011011,scene_0075->scene_0075_w00
scene_0076_w00,scene_0076,train,PARTIAL_PPE,8cd567d9ac8e9e0d2af3183b1e2e66a1e535c547b8618a74e8f66286bcfcc163,1000001000001111001010110010101100110011001100110011001100110011,scene_0076->scene_0076_w00
scene_0077_w00,scene_0077,train,FULL_PPE,ef9dec592ebca844ff9b57f5c2f8e8bc1608074b2369ae611717cabf6a92d962,1000011000001111011010010110100101101001001100110011001100110011,scene_0077->scene_0077_w00
scene_0078_w00,scene_0078,train,FULL_PPE,f781203dd05b778ca6a4656d7972959fb4b00cd697af0b5d25584e77f7cc195e,0111000111100000111010001110100011101000001100110011001100001111,scene_0078->scene_0078_w00
scene_0078_w01,scene_0078,train,PARTIAL_PPE,b4b87f5e5120710d1b4e9777890e86bf585220c528cc325cafefe66d256e24d5,1111000111110000110011001100110011101000001100110011001100110011,scene_0078->scene_0078_w01
scene_0078_w02,scene_0078,train,FULL_PPE,99517ad72edb21ba9323b05b7fdc948292b796a0bbfc4cd75ff0c6ea6533cb70,0111000111110000111010001110100011101000001100110011001100001011,scene_0078->scene_0078_w02
scene_0079_w00,scene_0079,train,FULL_PPE,d3b31c2ca4f8c0d6757c955a7efd1cf6a147a7045833e35bbe34116377965c1c,0111000101101001111010001110100001101001001100110011001100110011,scene_0079->scene_0079_w00
scene_0080_w00,scene_0080,train,PARTIAL_PPE,7e020cb2a3cdf4330a49037bd8dd0f9768a19610095b678a1b9a1d0a7f68ea5c,1000111000001111001010110110100100101011001100110011001100101111,scene_0080->scene_0080_w00
scene_0080_w01,scene_0080,train,NO_PPE,e05401cfad7f258e31de39e06dcc74116d93a2b9f68592b3efa7bb48c65a70f9,1011011000011111001010110010101100110011001100110011001100110011,scene_0080->scene_0080_w01
scene_0081_w00,scene_0081,train,PARTIAL_PPE,2100c06bc3182aa9b056003552d0faa46c25dd4719b5434f502e9cead9ab1f22,1000011000001111001010110010101100110011001100110011001100101011,scene_0081->scene_0081_w00
scene_0081_w01,scene_0081,train,PARTIAL_PPE,4f87fc0f377c6921211001fc200f1fab9f3c97f5ede77e09eb5a7887e6c3aa07,1011011000001111001000110010101100110011001100110011001100100111,scene_0081->scene_0081_w01
scene_0082_w00,scene_0082,test,NO_PPE,73eb6074f94698bbc12aa5f3f4057e62ab62fb93f2697f2eda54bcad42120fe8,0111000001110001000100110010101100110011001100110011001100110011,scene_0082->scene_0082_w00
